is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,download_avg,upload_avg,churn
1,1,2.61,24,0.0,1.2,0.1,1
1,0,3.28,21,0.0,10.3,0.6,1
1,0,0.65,0,0.0,0.0,0.0,1
0,0,0.82,20,1.15,0.0,0.0,1
0,0,2.67,20,0.0,49.3,3.3,1
0,0,0.88,23,1.09,0.0,0.0,1
1,0,4.29,22,0.0,53.1,6.9,1
0,0,1.12,0,0.0,0.0,0.0,1
1,1,3.61,22,0.0,9.2,0.9,1
1,0,4.84,15,0.0,0.5,0.0,1
1,1,4.16,20,0.0,2.3,0.4,1
1,0,4.47,24,0.0,52.1,9.1,1
1,1,2.87,22,0.0,9.1,1.5,1
1,0,1.71,21,0.0,0.0,0.0,1
1,0,7.1,21,0.36,100.4,4.6,0
1,0,5.88,24,0.0,10.3,0.6,1
0,0,2.86,22,0.0,0.0,0.0,1
0,0,0.25,17,0.0,0.0,0.0,1
1,1,7.1,12,0.23,124.7,8.6,0
0,0,2.02,20,0.0,0.0,0.0,1
0,0,4.03,23,0.0,12.6,1.1,1
0,0,0.82,0,1.16,0.0,0.0,1
1,0,2.22,23,0.0,0.0,0.0,1
1,0,6.31,37,0.0,79.7,1.9,1
0,0,2.38,22,0.0,4.2,0.5,1
1,0,3.39,23,0.0,21.4,1.4,1
0,0,2.11,21,0.0,0.0,0.0,1
1,1,0.72,55,1.25,0.0,0.0,1
1,0,7.1,22,1.92,76.1,8.1,0
0,0,0.29,20,0.0,0.0,0.0,1
0,0,2.67,20,0.0,35.2,3.1,1
0,0,2.76,21,0.0,25.9,3.8,1
0,0,1.0,16,0.0,0.0,0.0,1
1,1,2.36,0,0.0,2.9,0.2,1
1,0,7.1,21,0.24,0.6,0.0,0
1,0,2.64,14,0.0,88.2,8.1,1
0,0,5.0,16,0.0,29.3,1.4,1
0,0,0.88,20,0.0,0.0,0.0,1
1,1,2.25,20,0.0,0.0,0.0,1
0,0,3.22,23,0.0,9.6,0.8,1
1,1,3.23,0,0.0,25.0,2.6,1
1,0,7.1,24,0.0,22.3,1.6,0
1,1,4.67,26,0.0,26.6,6.6,1
1,1,7.1,21,1.85,69.4,18.4,0
1,1,7.1,15,1.44,22.1,2.0,0
1,0,2.47,23,0.0,5.4,0.7,1
1,1,7.1,10,1.07,45.9,3.3,0
1,0,3.54,23,0.0,1.0,0.0,1
1,1,2.72,23,0.0,18.5,0.7,1
0,0,2.65,23,0.0,13.2,1.7,1
1,0,7.1,21,0.31,41.0,2.3,0
0,0,2.82,0,0.0,9.9,0.8,1
1,0,2.13,23,0.0,0.0,0.0,1
0,0,0.69,17,0.0,0.0,0.0,1
1,0,7.1,25,1.57,159.6,5.9,0
1,0,7.1,18,0.13,73.8,5.9,0
1,0,4.31,19,0.0,9.0,0.5,1
1,0,4.06,24,0.0,25.0,1.2,1
0,0,3.84,14,0.0,20.7,0.8,1
1,1,2.17,21,0.0,0.0,0.0,1
0,0,1.97,28,0.0,0.0,0.0,1
0,0,3.1,31,0.0,32.7,3.2,1
0,0,0.46,21,1.51,0.0,0.0,1
1,0,4.43,10,0.0,1.9,0.4,1
1,0,1.31,23,0.01,0.0,0.0,1
0,0,0.75,21,1.22,0.0,0.0,1
0,0,0.8,23,1.17,0.0,0.0,1
1,0,6.53,12,0.0,30.5,2.0,1
0,0,1.39,0,1.02,0.0,0.0,1
1,0,0.83,19,1.15,0.0,0.0,1
1,1,0.84,24,0.0,0.0,0.0,1
0,0,5.64,24,0.0,48.9,5.8,1
1,0,3.17,5,0.0,27.5,1.9,1
1,1,1.08,49,0.0,0.0,0.0,1
0,0,1.98,23,0.0,0.0,0.0,1
1,0,1.98,0,0.0,0.0,0.0,1
1,0,3.71,22,0.0,19.7,2.7,1
1,1,1.99,18,0.0,0.0,0.0,1
1,0,2.96,22,0.0,31.0,2.9,1
0,0,0.32,0,0.0,0.0,0.0,1
1,0,5.72,19,0.0,104.6,7.4,1
1,0,2.71,19,0.0,12.1,1.1,1
1,1,7.1,20,1.08,45.4,3.7,0
1,0,2.8,23,0.0,13.2,0.6,1
1,0,7.1,22,1.42,0.6,0.4,0
0,0,1.82,20,0.0,0.0,0.0,1
0,0,1.32,24,0.01,0.0,0.0,1
1,0,7.1,21,0.21,6.4,0.4,0
0,0,3.83,21,0.0,22.1,2.3,1
0,0,2.47,22,0.0,4.6,0.6,1
1,0,7.1,22,1.06,55.7,2.9,0
1,1,1.11,15,0.86,0.0,0.0,1
0,0,2.86,21,0.0,41.1,2.0,1
0,0,1.85,20,0.0,0.0,0.0,1
1,0,3.12,0,0.0,0.0,0.0,1
0,0,4.93,10,0.0,6.2,0.3,1
1,0,2.32,23,0.0,4.2,0.4,1
1,0,2.1,15,0.0,0.0,0.0,1
0,0,1.94,7,0.0,0.0,0.0,1
0,0,1.9,14,0.0,0.0,0.0,1
1,1,1.97,0,0.04,0.0,0.0,1
1,0,7.1,22,0.04,28.5,2.4,0
1,0,1.76,21,0.0,0.0,0.0,1
1,0,1.62,54,0.79,0.0,0.0,1
0,0,2.56,0,0.0,28.6,0.9,1
1,1,1.82,20,0.0,0.0,0.0,1
1,0,2.07,17,0.0,0.0,0.0,1
1,1,7.1,8,1.44,0.8,0.3,0
1,1,0.67,28,1.3,0.0,0.0,1
0,0,1.97,23,0.44,0.0,0.0,1
1,0,5.48,17,0.0,5.1,0.4,1
0,0,0.7,0,0.0,0.0,0.0,1
1,1,7.1,21,0.26,27.7,1.7,0
1,1,7.1,24,1.81,26.0,2.0,0
1,0,2.16,0,0.0,0.0,0.0,1
1,0,3.92,15,0.0,35.4,1.2,1
1,0,1.98,23,0.0,0.0,0.0,1
0,0,4.31,24,0.0,63.5,2.4,1
1,1,2.82,22,0.0,11.0,0.6,1
0,0,2.88,54,0.0,188.7,67.8,1
1,1,7.1,10,1.27,56.8,5.0,0
1,0,3.27,47,0.0,54.4,3.6,1
0,0,2.79,0,0.0,16.2,1.2,1
0,0,0.98,24,0.0,0.0,0.0,1
0,0,2.93,23,0.0,5.2,0.3,1
1,0,3.15,20,0.0,7.4,0.8,1
0,0,2.07,21,0.0,0.0,0.0,1
1,0,5.09,26,0.0,105.5,12.0,1
0,0,0.72,23,1.25,0.0,0.0,1
0,0,1.92,20,0.0,0.0,0.0,1
1,1,1.45,19,0.0,0.0,0.0,1
1,1,2.16,21,0.0,0.0,0.0,1
1,1,7.84,22,0.27,119.7,7.4,1
1,0,3.04,0,0.0,6.0,0.4,1
1,0,1.86,52,0.0,0.0,0.0,1
1,1,6.66,22,0.0,47.8,2.0,1
0,0,1.97,24,0.0,0.0,0.0,1
0,0,1.98,23,0.0,0.0,0.0,1
0,0,3.31,24,0.0,20.4,2.0,1
1,1,7.75,0,0.0,0.0,0.0,1
1,1,7.09,10,1.09,37.1,3.3,0
0,0,3.85,47,0.0,48.9,3.3,1
1,0,5.13,26,0.0,14.0,1.9,1
0,0,1.2,22,0.0,0.0,0.0,1
1,1,1.97,21,0.0,0.0,0.0,1
0,0,0.83,20,0.0,0.0,0.0,1
1,0,7.09,33,0.89,58.6,6.6,0
0,0,2.04,54,0.0,0.0,0.0,1
1,1,7.09,45,0.24,538.1,46.2,0
1,0,0.36,20,1.61,0.0,0.0,1
1,0,3.97,40,0.0,27.8,1.3,1
0,0,1.38,20,0.0,0.0,0.0,1
0,0,2.46,0,0.0,0.0,0.0,1
1,0,2.45,19,0.0,0.0,0.0,1
0,0,2.25,63,0.0,0.0,0.0,1
1,0,7.09,30,0.74,74.2,4.6,0
0,0,4.61,23,0.0,4.8,0.3,1
0,0,1.73,20,0.0,0.0,0.0,1
1,1,1.45,19,0.0,0.0,0.0,1
1,1,2.44,0,0.0,0.5,0.1,1
1,0,2.47,23,0.0,5.2,0.3,1
1,0,3.86,10,0.0,3.2,0.3,1
1,1,7.09,10,1.22,35.2,4.9,0
1,1,2.81,20,0.0,16.3,1.5,1
1,1,7.09,26,1.16,61.8,5.8,0
1,0,6.38,21,0.0,58.5,2.6,1
0,0,0.96,23,1.01,0.0,0.0,1
1,1,7.09,15,1.11,59.1,2.1,0
0,0,1.45,19,0.0,0.0,0.0,1
0,0,2.07,20,0.0,0.0,0.0,1
0,0,0.65,21,0.0,0.0,0.0,1
1,0,6.0,32,0.0,64.2,6.0,1
1,0,1.1,11,1.3,0.0,0.0,1
1,0,0.67,0,0.0,0.0,0.0,1
0,0,4.32,1,0.0,2.8,0.3,1
1,0,2.14,23,0.0,0.0,0.0,1
1,1,2.83,0,0.0,12.9,9.3,1
0,0,5.55,22,0.0,58.8,5.7,1
1,0,7.09,27,0.01,60.5,3.5,0
1,0,2.68,22,0.0,74.6,4.2,1
1,1,7.09,22,0.84,13.3,0.7,0
1,0,4.11,15,0.0,34.2,1.6,1
0,0,4.34,64,0.0,17.1,1.6,1
1,1,3.0,0,0.0,35.4,3.7,1
1,0,1.77,22,0.0,0.0,0.0,1
1,0,3.31,56,0.0,20.7,2.3,1
0,0,1.29,17,0.0,0.0,0.0,1
0,0,0.35,20,1.62,0.0,0.0,1
1,0,3.3,15,0.0,10.8,1.2,1
0,0,1.99,22,0.0,0.0,0.0,1
0,0,1.04,23,0.0,0.0,0.0,1
0,0,1.11,22,0.01,0.0,0.0,1
0,0,2.24,17,0.0,0.0,0.0,1
1,1,7.08,12,0.15,51.2,2.8,0
0,0,3.92,24,0.0,5.1,0.5,1
0,0,1.62,23,0.0,0.0,0.0,1
1,0,6.61,12,0.0,6.6,0.6,1
1,0,1.75,22,0.65,0.0,0.0,1
1,0,0.94,22,1.03,0.0,0.0,1
0,0,4.44,24,0.0,13.8,0.9,1
1,1,7.08,30,1.24,70.4,5.0,0
1,0,7.08,22,0.03,11.9,1.0,0
1,0,7.08,25,0.25,40.5,3.2,0
0,0,2.36,19,0.0,0.0,0.0,1
1,1,1.01,0,0.0,0.0,0.0,1
0,0,2.55,23,0.0,6.9,0.3,1
1,1,7.08,12,0.44,48.7,1.6,0
0,0,0.82,20,0.0,0.0,0.0,1
1,0,2.86,22,0.0,8.1,0.8,1
0,0,2.71,22,0.0,11.1,0.7,1
1,0,0.99,21,0.03,0.0,0.0,1
1,0,2.79,18,0.0,62.4,17.4,1
1,1,2.81,20,0.0,5.9,0.5,1
0,0,2.84,13,0.0,5.0,0.5,1
0,0,2.94,0,0.0,1.0,0.1,1
1,1,2.61,24,0.0,16.6,1.5,1
0,0,0.38,0,0.0,0.0,0.0,1
0,0,0.97,20,0.01,0.0,0.0,1
1,1,7.08,15,1.24,37.1,1.3,0
1,1,2.02,22,0.0,0.0,0.0,1
1,0,2.64,24,0.0,20.1,1.0,1
1,1,4.22,40,0.0,52.3,2.8,1
1,0,7.08,21,0.24,47.1,1.9,0
0,0,1.44,0,0.95,0.0,0.0,1
1,0,2.7,23,0.0,9.2,0.7,1
1,0,7.08,9,0.15,64.8,4.8,0
1,0,2.67,0,0.0,4.9,0.6,1
1,0,0.8,20,1.16,0.0,0.0,1
1,0,0.92,22,1.05,0.0,0.0,1
1,0,2.01,22,0.0,0.0,0.0,1
1,1,5.92,72,0.0,97.1,8.8,1
0,0,2.32,38,0.0,9.4,0.5,1
1,0,7.08,22,1.28,19.8,2.5,0
0,0,1.99,22,0.0,0.0,0.0,1
0,0,3.67,18,0.0,5.2,0.4,1
1,0,2.3,23,0.0,8.7,1.0,1
1,1,1.36,20,0.0,0.0,0.0,1
1,1,7.47,20,0.0,51.8,4.5,1
1,0,7.08,21,0.3,83.2,7.4,0
1,0,7.08,21,0.41,24.8,2.7,0
0,0,6.3,24,0.0,27.1,1.5,1
1,0,7.08,28,1.51,137.5,7.1,0
0,0,2.81,20,0.0,8.1,0.7,1
1,1,2.17,22,0.0,0.0,0.0,1
1,1,3.03,20,0.0,25.3,3.9,1
0,0,4.52,17,0.0,46.3,2.4,1
0,0,2.71,23,0.0,21.7,1.4,1
0,0,3.12,60,0.0,114.8,22.8,1
0,0,4.02,16,0.0,24.1,1.1,1
1,1,1.98,18,0.0,0.0,0.0,1
0,0,0.65,21,1.32,0.0,0.0,1
1,0,7.08,21,0.25,35.3,3.5,0
1,0,5.1,26,0.0,43.0,1.9,1
1,0,3.04,0,0.0,9.3,0.8,1
1,1,7.07,15,0.0,31.2,2.9,1
0,0,2.08,17,0.0,0.0,0.0,1
1,0,5.12,19,0.0,50.1,8.8,1
1,1,2.89,21,0.0,5.9,0.4,1
1,1,7.08,16,1.82,41.6,3.1,0
1,0,2.76,22,0.0,58.0,15.1,1
0,0,1.09,17,0.0,0.0,0.0,1
1,1,1.09,0,0.0,0.0,0.0,1
0,0,2.23,18,0.0,0.0,0.0,1
0,0,1.34,22,0.0,0.0,0.0,1
0,0,1.54,23,0.0,0.0,0.0,1
1,1,1.99,21,0.0,0.0,0.0,1
0,0,1.19,16,0.0,0.0,0.0,1
1,1,7.08,21,0.81,584.0,30.9,0
1,0,4.47,22,0.0,81.5,4.9,1
0,0,4.45,10,0.0,8.8,0.4,1
1,1,7.08,16,1.87,46.5,4.8,0
1,0,3.35,0,0.0,35.9,1.2,1
1,1,0.81,21,1.17,0.0,0.0,1
1,1,1.88,19,0.0,0.0,0.0,1
1,0,1.87,23,0.0,0.0,0.0,1
1,0,5.3,19,0.0,13.2,0.9,1
1,0,2.63,23,0.0,5.9,0.4,1
1,1,7.08,12,0.41,64.1,3.2,0
0,0,3.03,17,0.0,7.5,0.6,1
0,0,5.82,13,0.0,4.2,0.3,1
1,0,4.01,20,0.0,65.0,2.4,1
1,1,7.08,15,1.5,66.0,7.8,0
1,0,4.66,20,0.0,39.0,2.0,1
1,0,4.9,18,0.0,42.8,2.0,1
0,0,0.59,21,0.0,0.0,0.0,1
0,0,1.98,0,0.0,0.0,0.0,1
1,0,6.65,22,0.0,8.8,0.7,1
1,0,3.85,9,0.0,4.3,0.2,1
1,0,3.1,22,0.0,11.8,2.2,1
1,0,6.43,24,0.0,7.8,0.5,1
0,0,0.76,22,1.21,0.0,0.0,1
1,0,2.72,0,0.0,5.1,0.7,1
1,1,0.76,0,0.0,0.0,0.0,1
0,0,1.74,21,0.0,0.0,0.0,1
0,0,1.21,21,0.0,0.0,0.0,1
1,0,2.53,23,0.0,3.1,0.4,1
0,0,3.18,22,0.0,23.2,1.1,1
1,1,7.08,16,1.77,74.9,4.7,0
0,0,2.43,22,0.0,8.4,0.8,1
1,0,0.51,20,0.0,0.0,0.0,1
0,0,0.57,0,1.4,0.0,0.0,1
1,1,7.93,10,0.33,51.8,4.8,1
1,0,1.78,0,0.0,0.0,0.0,1
1,1,3.53,22,0.0,16.0,2.0,1
1,0,7.08,21,0.32,30.7,4.9,0
1,0,2.28,19,0.0,0.1,0.0,1
1,0,3.12,23,0.0,16.8,1.3,1
0,0,1.39,23,0.0,0.0,0.0,1
1,0,1.82,21,0.0,0.0,0.0,1
0,0,2.7,23,0.0,48.5,3.1,1
0,0,0.93,22,0.02,0.0,0.0,1
0,0,2.38,20,0.0,7.0,0.7,1
1,1,7.07,17,1.76,1.0,0.1,0
1,0,2.26,22,0.0,9.6,1.0,1
0,0,2.48,14,0.0,12.9,1.7,1
0,0,1.98,21,0.0,0.0,0.0,1
0,0,2.44,23,0.0,6.5,0.3,1
1,0,1.72,20,0.0,0.0,0.0,1
0,0,0.94,21,1.03,0.0,0.0,1
0,0,0.7,46,0.0,0.0,0.0,1
0,0,1.09,0,0.0,0.0,0.0,1
1,0,4.25,32,0.0,56.7,7.0,1
1,1,2.02,0,0.0,0.0,0.0,1
1,1,7.64,18,1.1,50.6,3.2,1
0,0,2.22,0,0.0,0.2,0.0,1
1,0,3.85,13,0.0,3.1,0.4,1
0,0,0.99,0,0.0,0.0,0.0,1
0,0,1.09,39,0.03,0.0,0.0,1
1,0,2.96,24,0.0,12.8,0.9,1
1,1,7.07,21,0.41,79.3,4.8,0
1,1,3.25,15,0.0,28.2,1.8,1
1,1,7.07,15,1.26,34.0,2.2,0
0,0,1.93,10,0.0,0.0,0.0,1
1,1,6.92,10,0.0,30.9,2.1,1
1,0,7.07,19,1.86,34.3,4.4,0
0,0,0.84,18,0.0,0.0,0.0,1
0,0,4.1,24,0.0,17.8,1.8,1
0,0,5.93,24,0.0,22.5,1.3,1
0,0,2.33,0,0.0,1.4,0.1,1
1,0,3.18,31,0.0,13.0,1.4,1
1,0,7.07,21,0.15,77.5,8.6,0
1,1,7.07,20,1.58,127.8,9.6,0
1,0,2.6,0,0.0,0.0,0.0,1
1,0,7.07,22,1.1,54.9,2.2,0
1,1,2.05,0,0.0,0.0,0.0,1
1,0,0.29,21,0.0,0.0,0.0,1
0,0,2.61,0,0.0,0.1,0.0,1
1,1,2.28,23,0.0,0.0,0.0,1
1,0,2.28,23,0.0,2.2,0.2,1
1,0,1.98,21,0.0,0.0,0.0,1
1,1,2.69,19,0.0,16.0,1.6,1
0,0,2.24,36,0.0,11.3,1.3,1
1,0,0.81,21,1.17,0.0,0.0,1
0,0,4.45,24,0.0,2.2,0.2,1
0,0,3.81,24,0.0,25.4,1.2,1
0,0,2.59,0,0.0,5.7,0.9,1
1,1,7.07,15,1.18,157.4,11.4,0
1,0,3.41,0,0.0,4.0,0.3,1
1,0,6.94,22,0.0,58.2,3.8,1
1,1,1.73,22,0.0,0.0,0.0,1
0,0,1.52,23,0.0,0.0,0.0,1
1,1,7.07,17,1.1,116.7,3.3,0
0,0,1.64,19,0.0,0.0,0.0,1
0,0,0.55,15,1.42,0.0,0.0,1
1,1,7.07,15,1.31,78.8,11.0,0
1,0,3.64,42,0.0,8.4,0.7,1
1,1,5.57,26,0.0,20.6,3.0,1
0,0,3.88,24,0.0,11.4,1.2,1
0,0,0.82,22,0.0,0.0,0.0,1
0,0,2.13,21,0.0,0.0,0.0,1
1,1,7.07,25,0.08,5.1,0.3,0
1,0,0.9,22,1.07,0.0,0.0,1
1,1,2.88,20,0.0,20.4,3.1,1
1,1,7.07,24,0.94,30.8,2.9,0
0,0,5.76,33,0.0,88.8,2.9,1
1,0,6.44,22,0.0,110.3,8.0,1
1,0,0.93,0,1.04,0.0,0.0,1
1,0,6.66,11,0.0,12.6,1.8,1
0,0,5.17,24,0.0,28.1,1.1,1
0,0,2.7,23,0.0,17.2,0.8,1
1,0,7.07,23,1.7,11.7,0.4,0
1,0,3.09,16,0.0,69.8,6.2,1
0,0,6.04,33,0.0,11.7,0.5,1
1,1,1.59,22,0.0,0.0,0.0,1
0,0,0.79,0,0.0,0.0,0.0,1
1,1,7.07,20,0.28,148.4,9.0,0
0,0,1.59,22,0.0,0.0,0.0,1
1,0,7.07,25,0.13,64.8,5.6,0
0,0,0.74,0,0.0,0.0,0.0,1
1,0,2.71,19,0.0,10.8,0.5,1
0,0,2.43,0,0.0,0.0,0.0,1
0,0,1.27,21,0.0,0.0,0.0,1
1,1,7.07,16,0.0,19.5,1.2,0
0,0,2.7,23,0.0,18.2,0.7,1
0,0,2.02,23,0.0,0.0,0.0,1
1,1,3.77,24,0.0,20.5,1.7,1
1,0,6.04,46,0.0,32.4,2.6,1
1,1,7.6,21,0.0,0.0,0.0,1
1,0,4.38,24,0.0,17.0,2.0,1
1,0,7.07,22,0.05,44.8,2.5,0
1,1,6.82,12,0.0,23.5,1.8,1
1,0,3.64,50,0.0,40.9,3.1,1
1,0,7.06,22,0.02,37.5,2.0,0
1,1,7.06,22,1.16,75.0,2.2,0
1,0,1.98,22,0.0,0.0,0.0,1
1,0,2.93,23,0.0,13.8,0.9,1
1,0,2.13,16,0.0,0.0,0.0,1
1,1,7.06,112,0.0,188.8,7.0,0
0,0,1.08,48,0.0,0.0,0.0,1
1,0,1.98,22,0.0,0.0,0.0,1
1,1,7.06,10,1.18,48.1,4.4,0
1,0,7.06,21,0.1,103.3,9.2,0
1,0,2.65,21,0.0,4.7,0.3,1
1,0,1.98,0,0.0,0.0,0.0,1
1,1,6.29,22,0.0,64.8,6.1,1
0,0,1.98,21,0.0,0.0,0.0,1
0,0,2.03,20,0.0,0.0,0.0,1
1,1,3.17,21,0.0,9.1,0.6,1
0,0,1.98,21,0.0,0.0,0.0,1
1,0,2.48,21,0.0,2.9,0.4,1
0,0,3.61,23,0.0,2.2,0.3,1
0,0,1.53,17,0.0,0.0,0.0,1
1,0,2.69,0,0.0,1.8,0.1,1
0,0,0.66,22,1.31,0.0,0.0,1
0,0,7.51,0,0.0,0.0,0.0,1
0,0,2.42,22,0.0,14.5,0.9,1
0,0,2.16,0,0.0,0.0,0.0,1
1,0,3.88,14,0.0,38.7,3.0,1
0,0,0.41,19,1.56,0.0,0.0,1
1,1,2.61,29,0.0,105.2,8.0,1
0,0,3.93,12,0.0,26.9,3.1,1
1,0,2.85,0,0.0,8.2,2.1,1
0,0,1.99,0,0.0,0.0,0.0,1
0,0,1.08,17,0.0,0.0,0.0,1
0,0,0.22,15,0.0,0.0,0.0,1
0,0,2.55,24,0.0,10.0,1.2,1
1,1,3.23,0,0.0,18.0,3.3,1
1,0,4.82,30,0.0,7.5,0.2,1
1,1,7.06,12,0.22,161.4,10.7,0
1,0,1.42,0,0.0,0.0,0.0,1
1,0,4.56,24,0.0,14.6,0.8,1
1,0,7.06,25,0.13,53.6,11.7,0
1,1,0.66,22,1.32,0.0,0.0,1
1,0,0.94,24,0.01,0.0,0.0,1
1,0,3.34,19,0.0,35.6,2.4,1
0,0,3.4,22,0.0,26.1,2.0,1
1,1,7.06,22,1.21,63.7,3.1,0
0,0,1.98,0,0.0,0.0,0.0,1
1,0,4.84,26,0.0,7.9,0.7,1
0,0,4.58,31,0.0,25.2,1.0,1
1,0,0.46,18,1.92,0.0,0.0,1
0,0,0.93,23,0.01,0.0,0.0,1
0,0,0.42,19,1.55,0.0,0.0,1
1,1,2.68,0,0.0,11.3,0.9,1
1,1,3.63,0,0.0,0.1,0.0,1
1,1,7.06,22,0.07,11.6,2.2,0
1,1,7.06,21,0.44,39.5,4.7,0
1,0,2.19,23,0.0,0.0,0.0,1
1,0,7.06,24,1.75,69.1,3.7,0
0,0,3.98,24,0.0,14.0,1.3,1
1,1,7.06,26,0.46,57.0,2.4,0
1,1,7.06,4,0.0,4.1,0.2,0
1,0,2.07,23,0.0,0.0,0.0,1
1,1,7.06,10,1.18,138.0,6.2,0
1,1,7.06,24,1.42,52.2,2.4,0
1,0,2.24,0,0.0,2.8,0.2,1
0,0,1.07,4,0.0,0.0,0.0,1
1,0,3.78,28,0.0,96.8,5.6,1
1,0,4.3,25,0.0,106.7,10.3,1
1,1,2.84,22,0.0,15.7,0.9,1
1,1,7.06,14,1.64,12.8,0.6,0
1,1,7.06,10,1.15,81.1,5.2,0
1,0,2.72,21,0.0,2.8,0.3,1
1,0,5.03,32,0.0,5.4,0.8,1
1,0,3.93,24,0.0,23.0,1.9,1
1,1,7.06,28,1.36,33.3,2.7,0
1,1,4.29,31,0.0,45.5,1.7,1
1,1,0.74,0,0.0,0.0,0.0,1
1,1,7.06,12,0.84,24.9,9.1,0
0,0,0.5,20,1.47,0.0,0.0,1
1,0,7.02,20,0.0,17.8,1.3,1
1,0,7.06,22,0.95,13.6,3.1,0
0,0,0.9,22,1.48,0.0,0.0,1
1,1,4.08,23,0.0,42.3,1.7,1
0,0,2.03,19,0.0,0.0,0.0,1
0,0,1.88,40,0.0,0.0,0.0,1
1,0,4.16,22,0.0,4.3,0.3,1
1,1,7.06,21,0.19,26.0,2.7,0
0,0,1.14,21,0.0,0.0,0.0,1
0,0,0.29,16,1.68,0.0,0.0,1
1,0,3.2,24,0.0,48.1,6.6,1
1,0,2.52,23,0.0,13.9,0.8,1
1,0,2.0,0,0.0,0.0,0.0,1
1,0,3.16,0,0.0,1.2,0.1,1
0,0,2.6,23,0.0,6.5,0.7,1
1,0,3.08,22,0.0,19.8,1.4,1
0,0,0.73,22,1.24,0.0,0.0,1
0,0,3.46,0,0.0,0.8,0.0,1
0,0,2.08,22,0.0,0.0,0.0,1
1,1,7.06,17,1.18,151.7,9.8,0
0,0,0.67,23,0.0,0.0,0.0,1
0,0,5.16,10,0.0,0.0,0.0,1
1,0,3.68,13,0.0,25.7,1.7,1
1,1,2.59,23,0.0,28.6,4.0,1
0,0,3.25,24,0.0,5.4,0.4,1
1,0,3.99,16,0.0,13.7,0.7,1
1,1,2.49,18,0.0,10.2,0.4,1
0,0,2.34,0,0.0,0.0,0.0,1
0,0,2.34,19,0.0,0.0,0.0,1
1,0,7.06,30,0.06,24.8,4.1,0
0,0,2.37,19,0.0,5.6,0.6,1
1,0,1.21,0,0.0,0.0,0.0,1
1,0,1.34,14,0.0,0.0,0.0,1
1,0,7.05,21,0.14,33.0,5.0,0
1,0,4.25,24,0.0,37.6,1.4,1
0,0,2.65,27,0.0,31.8,2.5,1
1,0,0.63,11,0.0,0.0,0.0,1
1,0,1.07,0,0.03,0.0,0.0,1
1,0,6.91,15,0.0,0.2,0.0,1
1,1,1.17,10,0.0,0.0,0.0,1
1,0,7.05,12,1.04,18.2,1.5,0
1,0,1.18,23,0.0,0.0,0.0,1
0,0,0.43,23,0.0,0.0,0.0,1
0,0,3.33,0,0.0,12.5,0.6,1
1,0,4.48,26,0.0,75.3,3.2,1
0,0,0.82,19,0.0,0.0,0.0,1
1,1,7.05,21,0.31,47.6,8.8,0
1,0,3.72,24,0.0,4.7,0.4,1
1,0,7.05,21,0.12,36.5,2.0,0
0,0,0.82,22,0.0,0.0,0.0,1
0,0,1.48,22,0.89,0.0,0.0,1
0,0,2.38,16,0.0,11.9,1.6,1
0,0,5.18,31,0.0,87.8,5.5,1
1,1,7.05,23,0.97,61.4,2.3,0
1,1,7.46,22,0.0,19.8,2.9,1
0,0,4.69,7,0.0,5.1,0.5,1
1,0,2.68,0,0.0,2.6,0.2,1
1,1,7.47,14,0.99,67.3,3.7,1
1,0,7.05,12,0.92,53.7,9.9,0
1,0,2.77,21,0.0,12.6,1.4,1
1,1,2.03,24,0.0,0.0,0.0,1
1,0,0.48,0,1.49,0.0,0.0,1
1,0,2.33,0,0.0,17.2,1.1,1
0,0,4.98,24,0.0,23.6,0.7,1
1,1,3.73,23,0.0,25.8,1.2,1
0,0,2.16,18,0.0,0.0,0.0,1
1,0,6.33,33,0.0,34.0,2.8,1
1,1,0.63,0,0.0,0.0,0.0,1
1,0,3.43,0,0.0,1.7,0.2,1
0,0,0.41,19,0.0,0.0,0.0,1
0,0,0.34,45,0.97,0.0,0.0,1
0,0,2.16,20,0.0,0.0,0.0,1
1,0,7.05,12,0.88,76.1,8.7,0
1,0,1.96,49,0.41,0.0,0.0,1
1,0,7.05,20,0.98,28.2,2.2,0
0,0,2.09,18,0.0,0.0,0.0,1
0,0,2.26,23,0.0,0.5,0.1,1
0,0,0.28,0,1.7,0.0,0.0,1
1,1,0.59,0,1.38,0.0,0.0,1
0,0,0.25,18,0.0,0.0,0.0,1
0,0,2.88,35,0.0,37.9,2.7,1
1,0,2.41,22,0.0,12.9,1.0,1
1,1,4.01,16,0.0,1.8,0.1,1
1,0,4.21,25,0.0,3.1,0.2,1
0,0,0.22,0,0.0,0.0,0.0,1
1,0,5.06,26,0.0,26.9,1.6,1
1,0,1.97,22,0.0,0.0,0.0,1
0,0,2.02,22,0.0,0.0,0.0,1
1,0,1.07,4,0.0,0.0,0.0,1
0,0,2.76,24,0.0,6.3,0.4,1
0,0,3.68,13,0.0,49.7,2.3,1
1,0,1.61,20,0.0,0.0,0.0,1
1,1,0.81,20,1.16,0.0,0.0,1
1,0,2.78,21,0.0,26.4,2.2,1
0,0,4.95,24,0.0,2.9,0.1,1
1,0,7.05,37,0.11,205.9,11.2,0
1,0,3.35,14,0.0,14.8,1.4,1
1,1,2.02,18,0.0,0.0,0.0,1
0,0,0.83,23,1.14,0.0,0.0,1
0,0,1.99,14,0.0,0.0,0.0,1
1,0,7.05,18,1.64,22.0,2.6,0
